Target relationship: se -> cluster
Model Formula: Formula(cluster ~ abs_chronotype_desync + age + chronotype_desync + se + sfi + sri + waso + (1|id))

                           mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
abs_chronotype_desync[1] -0.139  0.044  -0.219   -0.056      0.000    0.000  13191.520  6718.465  1.001
abs_chronotype_desync[2] -0.072  0.044  -0.154    0.012      0.000    0.000  13123.522  7124.271  1.000
1|id[2, 1742]             0.619  0.620  -0.580    1.755      0.005    0.008  15897.079  5620.899  1.001
1|id[2, 1743]             0.657  0.603  -0.493    1.751      0.005    0.008  17218.456  5716.006  1.001
1|id[2, 1744]            -0.455  0.687  -1.809    0.783      0.005    0.009  16286.994  5927.428  1.001
1|id[2, 1745]            -0.492  0.677  -1.752    0.781      0.005    0.009  17075.187  5880.087  1.001
1|id[2, 1746]             0.123  0.576  -0.959    1.223      0.004    0.008  17824.405  5312.390  1.000
1|id[2, 1747]            -0.039  0.669  -1.291    1.194      0.005    0.009  17720.018  6077.418  1.000
1|id[2, 1748]            -0.238  0.658  -1.426    1.043      0.005    0.009  18735.166  5424.291  1.000
1|id[2, 1749]            -0.634  0.675  -1.922    0.628      0.006    0.009  15392.928  5434.432  1.001
1|id[2, 1750]            -0.671  0.652  -1.886    0.550      0.005    0.009  16690.388  5871.273  1.000
1|id[2, 1752]             0.543  0.586  -0.583    1.615      0.005    0.008  15840.161  5644.714  1.001
1|id[2, 1755]             0.215  0.714  -1.139    1.527      0.005    0.009  18783.273  5038.652  1.000
1|id[2, 1756]             0.274  0.641  -0.855    1.545      0.005    0.008  14663.132  6027.206  1.002
1|id[2, 1757]             0.603  0.609  -0.536    1.779      0.005    0.008  16913.034  5543.203  1.000
1|id[2, 1758]            -0.558  0.681  -1.805    0.749      0.005    0.009  16059.375  5702.372  1.003
1|id[2, 1759]             0.015  0.604  -1.127    1.137      0.005    0.008  15290.042  5429.786  1.000
1|id[2, 1761]            -0.208  0.630  -1.339    1.022      0.005    0.007  17547.168  6400.237  1.001
1|id[2, 1763]            -0.148  0.665  -1.488    1.054      0.005    0.009  16439.681  5712.446  1.000
1|id[2, 1764]             0.720  0.656  -0.503    1.944      0.005    0.009  15352.013  5010.289  1.001
1|id[2, 1765]            -0.445  0.701  -1.769    0.867      0.006    0.009  13753.336  6385.263  1.000
1|id[2, 1766]            -0.615  0.666  -1.876    0.613      0.005    0.009  18033.755  5226.514  1.002
1|id[2, 1767]            -0.132  0.632  -1.312    1.055      0.005    0.008  14569.066  5211.370  1.001
1|id[2, 1768]             0.286  0.630  -0.913    1.458      0.005    0.008  16854.260  6468.247  1.001
1|id[2, 1770]             0.569  0.604  -0.571    1.689      0.005    0.008  15172.386  6203.226  1.000
1|id[2, 1771]             0.381  0.603  -0.786    1.472      0.005    0.008  17565.996  5585.526  1.000
1|id[2, 1772]            -0.379  0.724  -1.756    0.952      0.006    0.009  15446.336  5350.279  1.001
1|id[2, 1773]            -0.571  0.666  -1.841    0.655      0.005    0.009  17842.532  6071.530  1.000
1|id[2, 1775]             0.499  0.625  -0.649    1.701      0.005    0.008  17799.922  5353.718  1.002
1|id[2, 1781]            -0.562  0.670  -1.804    0.718      0.005    0.009  17648.927  5755.301  1.000
1|id[2, 1788]             0.056  0.692  -1.274    1.354      0.005    0.010  19901.102  5529.515  1.001
1|id[2, 1791]            -0.003  0.592  -1.089    1.138      0.004    0.008  18635.733  5422.178  1.000
1|id[2, 1800]            -0.600  0.670  -1.885    0.629      0.005    0.009  15521.505  5015.826  1.000
1|id[2, 1801]            -0.139  0.656  -1.372    1.095      0.005    0.008  18698.337  5882.993  1.001
1|id[2, 1802]             0.937  0.590  -0.224    2.002      0.005    0.007  15589.708  6369.762  1.001
1|id[2, 1803]             0.173  0.650  -1.125    1.328      0.005    0.009  17200.343  5831.166  1.000
1|id[2, 1804]             0.046  0.691  -1.262    1.317      0.005    0.009  17889.030  5192.716  1.001
1|id[2, 1805]            -0.913  0.645  -2.117    0.297      0.005    0.009  16746.637  5062.536  1.003
1|id[2, 1806]            -0.615  0.664  -1.826    0.674      0.005    0.009  16219.798  5124.714  1.000
1|id[2, 1808]            -0.494  0.687  -1.800    0.802      0.005    0.009  16380.687  5465.359  1.000
1|id[2, 1809]            -0.708  0.661  -1.907    0.510      0.005    0.009  18260.251  5850.971  1.000
1|id[2, 1810]             0.166  0.614  -0.942    1.358      0.005    0.008  15419.292  5769.523  1.001
1|id[2, 1811]            -0.214  0.631  -1.437    0.937      0.005    0.008  18799.052  4888.055  1.000
1|id[2, 1812]            -0.774  0.651  -2.058    0.390      0.005    0.009  18404.056  5024.524  1.001
1|id[2, 1813]             0.720  0.583  -0.440    1.764      0.005    0.007  16566.726  6131.615  1.000
1|id[2, 1814]             0.735  0.591  -0.367    1.859      0.004    0.008  17544.023  6317.784  1.000
1|id[2, 1815]             0.934  0.578  -0.159    2.043      0.004    0.008  18290.089  6228.744  1.000
1|id[2, 1816]            -0.308  0.618  -1.546    0.773      0.005    0.008  18767.857  5941.933  1.002
1|id[2, 1817]            -0.582  0.673  -1.803    0.736      0.006    0.009  14618.695  5024.816  1.000
1|id[2, 1818]             0.778  0.655  -0.383    2.084      0.005    0.009  15072.585  5677.955  1.000
1|id[2, 1820]             0.634  0.614  -0.568    1.734      0.005    0.007  17020.651  5739.301  1.001
1|id[2, 1821]            -0.325  0.716  -1.608    1.080      0.005    0.009  19015.379  5288.986  1.001
1|id[2, 1822]            -0.713  0.642  -1.882    0.498      0.005    0.008  16917.716  5159.500  1.001
1|id[2, 1823]             0.806  0.600  -0.260    1.998      0.005    0.008  14091.515  5985.684  1.001
1|id[2, 1824]            -0.681  0.652  -1.942    0.490      0.005    0.009  15762.073  5513.509  1.001
1|id[2, 1825]            -0.127  0.658  -1.343    1.152      0.005    0.009  17195.547  5706.720  1.002
1|id[2, 1826]            -0.455  0.683  -1.750    0.803      0.005    0.010  16833.132  5317.389  1.001
1|id[2, 1827]             0.235  0.622  -0.953    1.383      0.005    0.008  15641.255  5566.456  1.000
1|id[2, 1828]            -0.194  0.646  -1.457    0.970      0.005    0.009  19377.446  5769.380  1.000
1|id[2, 1829]            -0.131  0.651  -1.437    1.031      0.005    0.008  19298.517  5974.688  1.001
1|id[2, 1830]             0.531  0.613  -0.666    1.659      0.005    0.008  16028.147  6013.353  1.001
1|id[2, 1832]            -0.494  0.688  -1.809    0.769      0.005    0.009  17087.319  5662.245  1.001
1|id[2, 1833]            -0.349  0.710  -1.736    0.923      0.005    0.010  17797.749  5704.124  1.000
1|id[2, 1834]            -0.233  0.650  -1.428    1.022      0.005    0.009  16969.029  4930.941  1.000
1|id[2, 1835]             0.175  0.690  -1.094    1.484      0.005    0.009  18593.811  5981.230  1.000
1|id[2, 1836]            -0.515  0.695  -1.857    0.744      0.005    0.009  16693.496  5471.880  1.002
1|id[2, 1837]            -0.480  0.601  -1.611    0.624      0.005    0.008  17988.709  5676.817  1.001
1|id[2, 1838]             0.735  0.598  -0.439    1.838      0.005    0.008  14784.291  5844.602  1.001
1|id[2, 1840]            -0.750  0.649  -1.991    0.455      0.005    0.009  17402.808  5994.210  1.001
1|id[2, 1844]             0.584  0.617  -0.542    1.760      0.005    0.008  18453.282  6021.306  1.001
1|id[2, 1847]             0.148  0.636  -1.024    1.354      0.005    0.008  17542.283  6418.252  1.001
1|id[2, 1848]             0.130  0.638  -1.047    1.351      0.005    0.008  17896.235  5576.450  1.000
1|id[2, 1850]            -0.020  0.680  -1.265    1.291      0.005    0.009  18914.612  5775.863  1.001
1|id[2, 1852]             0.024  0.691  -1.349    1.267      0.005    0.009  18255.238  5315.637  1.000
1|id[2, 1878]             1.219  0.576   0.180    2.346      0.005    0.007  15079.732  5949.334  1.000
1|id[2, 1879]             0.116  0.642  -1.049    1.352      0.005    0.009  20554.610  5516.163  1.001
1|id[2, 1880]            -0.587  0.671  -1.859    0.641      0.005    0.008  17773.206  5965.967  1.000
1|id[2, 1886]            -0.413  0.689  -1.723    0.853      0.005    0.009  16001.212  5933.858  1.001
1|id[2, 1887]             0.999  0.602  -0.051    2.226      0.005    0.007  16311.311  6046.527  1.000
1|id[2, 1890]            -0.103  0.666  -1.388    1.139      0.005    0.009  18618.919  5898.967  1.000
1|id[2, 1891]             0.494  0.596  -0.666    1.591      0.005    0.007  16088.326  5714.453  1.000
1|id[2, 1903]            -0.185  0.648  -1.387    1.013      0.005    0.008  16479.461  5219.520  1.001
1|id[2, 1906]            -0.712  0.634  -1.910    0.421      0.005    0.007  15673.189  6134.862  1.000
1|id[2, 1909]             0.197  0.583  -0.901    1.324      0.004    0.008  17865.065  5483.353  1.000
1|id[2, 1911]            -0.201  0.634  -1.365    1.037      0.005    0.009  15250.025  5365.816  1.001
1|id[2, 1914]            -0.158  0.764  -1.510    1.360      0.005    0.011  19397.140  4817.092  1.002
1|id[2, 1915]             0.459  0.589  -0.673    1.551      0.005    0.007  15717.664  6013.423  1.001
1|id[2, 1916]             0.437  0.602  -0.665    1.590      0.005    0.008  17037.498  5619.131  1.000
1|id[2, 1940]            -0.342  0.706  -1.677    0.926      0.005    0.009  16755.466  5712.276  1.001
1|id[2, 1942]             0.106  0.631  -1.128    1.257      0.005    0.009  19066.367  5311.807  1.001
1|id[2, 1947]            -0.008  0.670  -1.266    1.230      0.005    0.010  17799.575  5765.270  1.003
1|id[2, 1948]            -0.611  0.675  -1.854    0.669      0.005    0.009  16913.790  5464.601  1.001
1|id[2, 1950]             0.978  0.592  -0.100    2.130      0.005    0.008  15972.101  5866.970  1.001
1|id[2, 1955]             0.249  0.605  -0.975    1.342      0.005    0.008  17507.723  5439.029  1.000
1|id[2, 1956]            -0.138  0.595  -1.246    0.966      0.005    0.008  14255.318  5594.322  1.001
1|id[2, 1962]             0.369  0.643  -0.833    1.599      0.005    0.008  18462.506  5844.581  1.000
1|id[2, 1963]            -0.697  0.666  -1.948    0.541      0.005    0.009  17099.360  5591.752  1.001
1|id[2, 1975]            -0.495  0.687  -1.767    0.794      0.005    0.008  17975.505  6071.813  1.001
1|id[2, 1976]             0.026  0.688  -1.269    1.319      0.005    0.009  16516.393  5958.822  1.000
1|id[2, 1977]            -0.122  0.594  -1.257    0.977      0.005    0.007  17204.071  6005.137  1.001
1|id[2, 1978]            -0.321  0.627  -1.497    0.848      0.005    0.008  16428.915  5904.279  1.000
1|id[2, 1980]             0.713  0.705  -0.613    2.043      0.005    0.009  18403.694  6373.074  1.001
1|id[2, 1983]             0.130  0.607  -0.982    1.288      0.005    0.007  15023.743  6097.528  1.001
1|id[2, 1984]             0.613  0.624  -0.581    1.743      0.005    0.008  15515.387  6079.890  1.002
1|id[2, 1986]            -0.165  0.767  -1.646    1.281      0.006    0.011  18485.642  5137.427  1.001
1|id[2, 1999]             0.606  0.615  -0.568    1.752      0.005    0.008  17060.981  5700.157  1.000
1|id[2, 2002]            -0.073  0.679  -1.378    1.200      0.005    0.009  15984.144  5860.952  1.000
1|id[2, 2003]            -0.701  0.658  -1.931    0.535      0.005    0.009  18609.248  5118.480  1.002
1|id[2, 2009]             0.266  0.588  -0.883    1.343      0.005    0.008  16834.269  5554.625  1.000
1|id[2, 2010]            -0.751  0.657  -1.974    0.521      0.005    0.009  17142.584  5411.857  1.001
1|id[2, 2011]             0.350  0.589  -0.746    1.472      0.005    0.008  15243.647  5711.766  1.001
1|id[2, 2012]             1.144  0.572   0.057    2.186      0.004    0.007  16447.530  6120.367  1.001
1|id[2, 2015]            -0.208  0.633  -1.394    0.972      0.005    0.008  18288.653  6107.603  1.001
1|id[2, 2020]             0.265  0.725  -1.096    1.639      0.005    0.010  17627.757  5320.311  1.000
1|id[2, 2023]             0.197  0.723  -1.168    1.552      0.005    0.010  19148.282  5019.368  1.000
1|id[2, 2026]            -0.569  0.686  -1.965    0.642      0.005    0.009  17048.805  5643.377  1.001
1|id[2, 2028]            -0.234  0.617  -1.364    0.932      0.005    0.008  15921.259  5373.056  1.000
1|id[2, 2029]            -0.030  0.667  -1.286    1.183      0.005    0.009  16103.374  5166.110  1.000
1|id[2, 2042]             0.442  0.618  -0.718    1.608      0.004    0.008  19295.224  5698.600  1.001
1|id[2, 2043]             0.194  0.608  -0.962    1.328      0.005    0.008  18092.086  6158.224  1.001
1|id[2, 2044]             0.193  0.628  -0.967    1.392      0.005    0.009  16679.080  5116.813  1.000
1|id[2, 2046]             0.284  0.662  -0.928    1.578      0.005    0.009  18609.651  4958.385  1.001
1|id[2, 2049]            -0.043  0.651  -1.246    1.192      0.005    0.008  17533.712  6312.491  1.001
1|id[2, 2054]            -0.580  0.682  -1.844    0.697      0.005    0.009  16021.468  5597.915  1.001
1|id[2, 2056]             0.343  0.644  -0.896    1.509      0.005    0.008  17899.764  5749.758  1.001
1|id[2, 2057]             0.464  0.563  -0.584    1.526      0.004    0.007  16768.709  5550.338  1.001
1|id[2, 2060]             0.773  0.564  -0.282    1.827      0.004    0.009  16935.297  5045.917  1.001
1|id[2, 2063]             0.647  0.630  -0.536    1.818      0.005    0.008  16830.636  6147.492  1.000
1|id[2, 2064]            -0.337  0.635  -1.535    0.878      0.005    0.009  17221.057  5822.982  1.000
1|id[2, 2065]            -0.362  0.629  -1.540    0.829      0.005    0.009  17095.409  5529.580  1.001
1|id[2, 2066]            -0.389  0.711  -1.749    0.939      0.006    0.009  16449.786  5602.705  1.001
1|id[2, 2067]             0.457  0.643  -0.760    1.648      0.005    0.008  18546.638  6263.725  1.000
1|id[2, 2070]             0.102  0.691  -1.192    1.369      0.005    0.009  19313.719  6027.849  1.000
1|id[2, 2079]             0.970  0.566  -0.133    1.998      0.004    0.008  17866.370  5601.288  1.002
1|id[2, 2080]            -0.285  0.734  -1.740    1.032      0.005    0.011  22239.036  4982.210  1.001
1|id[2, 2097]             0.038  0.673  -1.198    1.309      0.005    0.009  16962.081  6081.344  1.000
1|id[2, 2102]            -0.446  0.615  -1.593    0.739      0.005    0.008  17758.212  5485.241  1.001
1|id[2, 2103]             0.864  0.599  -0.198    2.037      0.005    0.008  15533.857  6259.853  1.000
1|id[2, 2105]            -0.260  0.604  -1.329    0.930      0.005    0.008  17545.747  5797.233  1.001
1|id[2, 2117]            -0.007  0.683  -1.294    1.280      0.005    0.010  19676.625  5242.548  1.001
1|id[2, 2124]            -0.194  0.643  -1.400    1.006      0.005    0.008  18635.456  5443.216  1.000
1|id[2, 2125]            -0.196  0.643  -1.438    0.952      0.005    0.008  18180.523  5918.014  1.000
1|id[2, 2126]             0.868  0.594  -0.282    1.956      0.005    0.008  16089.964  5940.730  1.000
1|id[2, 2129]            -0.308  0.615  -1.487    0.838      0.005    0.008  18425.278  6028.873  1.001
1|id[2, 2131]            -0.148  0.657  -1.373    1.073      0.005    0.008  18072.683  5823.784  1.001
1|id[2, 2137]            -0.120  0.655  -1.396    1.068      0.005    0.008  17137.241  6270.017  1.001
1|id[2, 2138]            -0.111  0.658  -1.383    1.053      0.005    0.008  17372.478  5496.612  1.001
1|id[2, 2139]            -0.200  0.623  -1.387    0.956      0.005    0.008  16812.832  5748.514  1.000
1|id[2, 2144]             0.112  0.680  -1.147    1.404      0.005    0.009  17641.776  5483.383  1.000
1|id[2, 2146]             0.173  0.602  -0.958    1.308      0.005    0.007  16098.969  5904.333  1.000
1|id[2, 2148]            -0.025  0.601  -1.156    1.083      0.004    0.008  18110.802  5953.666  1.001
1|id[2, 2149]            -0.064  0.661  -1.302    1.169      0.005    0.008  17930.350  6082.291  1.000
1|id[2, 2151]             0.111  0.622  -1.100    1.256      0.005    0.008  18112.839  5661.774  1.001
1|id[2, 2152]             0.273  0.617  -0.844    1.447      0.005    0.008  17857.029  6177.824  1.000
1|id[2, 2153]            -0.097  0.647  -1.371    1.053      0.005    0.008  14507.878  5966.338  1.001
1|id[2, 2154]             0.040  0.674  -1.173    1.334      0.005    0.009  16805.790  6022.575  1.000
1|id[2, 2155]            -0.166  0.647  -1.331    1.095      0.005    0.008  17578.945  5365.775  1.001
1|id[2, 2157]            -0.142  0.768  -1.644    1.221      0.006    0.010  18155.029  5459.873  1.000
1|id[2, 2158]            -0.368  0.718  -1.720    0.981      0.006    0.009  16607.446  5838.865  1.000
1|id[2, 2159]            -0.481  0.684  -1.803    0.748      0.005    0.009  17121.620  5679.713  1.000
1|id[2, 2160]            -0.587  0.673  -1.879    0.655      0.005    0.010  17484.532  5382.901  1.002
1|id[2, 2162]            -0.249  0.732  -1.628    1.127      0.005    0.009  17816.189  5905.594  1.001
1|id[2, 2167]             0.327  0.596  -0.754    1.470      0.005    0.008  17464.169  5580.827  1.001
1|id[2, 2168]            -0.179  0.642  -1.373    1.037      0.005    0.009  17635.792  5028.721  1.002
1|id[2, 2171]            -0.433  0.686  -1.694    0.882      0.005    0.009  18542.119  6196.694  1.001
1|id[2, 2176]            -0.240  0.626  -1.474    0.865      0.005    0.008  17586.611  6417.524  1.000
1|id[2, 2178]             0.192  0.636  -0.956    1.416      0.005    0.008  16028.224  6286.062  1.000
1|id[2, 2179]             0.725  0.614  -0.385    1.910      0.005    0.008  15189.182  6595.133  1.002
1|id[2, 2181]             0.517  0.594  -0.595    1.607      0.005    0.007  15150.486  5928.192  1.002
1|id[2, 2183]             0.999  0.629  -0.172    2.206      0.005    0.008  16406.731  5879.405  1.002
1|id[2, 2188]             0.621  0.605  -0.516    1.785      0.005    0.008  17171.649  5893.357  1.000
1|id[2, 2189]            -0.611  0.648  -1.811    0.618      0.005    0.009  17305.454  5199.167  1.002
1|id[2, 2191]            -0.726  0.660  -1.978    0.510      0.005    0.009  17450.582  5842.245  1.000
1|id[2, 2193]            -0.263  0.630  -1.464    0.894      0.005    0.008  16705.111  5373.872  1.002
1|id[2, 2197]            -0.626  0.674  -1.874    0.651      0.005    0.008  16516.379  5870.581  1.000
1|id[2, 2201]            -0.247  0.654  -1.503    0.939      0.005    0.009  18262.158  6076.070  1.001
1|id[2, 2202]             0.639  0.583  -0.468    1.722      0.004    0.007  17381.219  5846.676  1.000
1|id[2, 2203]             0.124  0.700  -1.160    1.442      0.005    0.009  17383.290  5684.560  1.001
1|id[2, 2204]             0.673  0.588  -0.438    1.765      0.004    0.008  18217.890  5278.653  1.001
1|id[2, 2205]             0.872  0.604  -0.217    2.059      0.005    0.008  16895.493  4796.417  1.002
1|id[2, 2216]             0.782  0.612  -0.370    1.932      0.004    0.008  19966.197  5238.455  1.001
1|id[2, 2217]            -0.717  0.650  -1.978    0.480      0.005    0.010  17708.258  5130.327  1.000
1|id[2, 2218]            -0.020  0.661  -1.265    1.261      0.005    0.008  14655.283  5614.671  1.000
1|id[2, 2220]             0.017  0.597  -1.119    1.118      0.005    0.007  16398.712  6126.839  1.001
1|id[2, 2222]            -0.442  0.674  -1.714    0.788      0.005    0.008  15265.785  6344.907  1.000
1|id[2, 2225]            -0.335  0.630  -1.525    0.861      0.005    0.008  16988.099  5793.369  1.000
1|id[2, 2226]            -0.248  0.731  -1.654    1.086      0.006    0.009  16884.525  5336.625  1.000
1|id[2, 2228]            -0.426  0.701  -1.697    0.936      0.005    0.009  17777.460  5883.609  1.001
1|id[2, 2231]             0.702  0.571  -0.299    1.855      0.004    0.007  17174.513  5699.373  1.000
1|id[2, 2232]             0.682  0.580  -0.464    1.726      0.005    0.007  15621.196  5740.965  1.000
1|id[2, 2233]            -0.023  0.590  -1.204    1.013      0.005    0.008  16622.071  5447.856  1.001
1|id[2, 2234]             0.208  0.703  -1.105    1.519      0.005    0.009  18475.884  5612.786  1.000
1|id[2, 2236]            -0.326  0.638  -1.506    0.887      0.005    0.008  17609.395  5425.634  1.000
1|id[2, 2237]             0.294  0.602  -0.879    1.381      0.004    0.008  19456.636  5542.562  1.001
1|id[2, 2238]            -0.637  0.652  -1.879    0.544      0.005    0.008  18929.760  5995.739  1.001
1|id[2, 2239]             0.474  0.621  -0.719    1.625      0.005    0.008  17021.051  5881.725  1.000
1|id[2, 2243]             0.526  0.607  -0.598    1.707      0.005    0.008  16799.970  5915.765  1.001
1|id[2, 2244]             0.785  0.587  -0.287    1.902      0.004    0.008  16972.999  5489.514  1.001
1|id[2, 2253]            -0.576  0.669  -1.834    0.678      0.005    0.009  15802.768  5400.186  1.000
1|id[2, 2254]             0.040  0.687  -1.236    1.340      0.005    0.009  18319.143  5914.417  1.000
1|id[2, 2263]            -0.211  0.763  -1.636    1.240      0.005    0.010  19810.236  5456.406  1.000
1|id[2, 2266]            -0.063  0.665  -1.251    1.247      0.005    0.008  17450.209  6230.194  1.000
1|id[2, 2268]             0.135  0.603  -1.006    1.249      0.004    0.008  20242.604  5679.255  1.000
1|id[2, 2270]            -0.237  0.625  -1.398    0.965      0.005    0.008  19082.535  5840.718  1.002
1|id[2, 2271]             0.196  0.585  -0.884    1.294      0.005    0.007  16224.799  6150.808  1.000
1|id[2, 2273]             0.476  0.611  -0.641    1.622      0.005    0.008  17205.710  6094.344  1.000
1|id[2, 2295]            -0.791  0.646  -1.975    0.440      0.005    0.008  18883.099  6133.145  1.000
1|id[2, 2296]             0.065  0.618  -1.124    1.177      0.005    0.008  18515.759  5757.887  1.001
1|id[2, 2297]             0.166  0.574  -0.910    1.230      0.004    0.007  19907.653  5766.215  1.000
1|id[2, 2298]             0.212  0.716  -1.098    1.585      0.005    0.009  18500.575  5844.534  1.000
1|id[2, 2304]             0.586  0.596  -0.564    1.688      0.005    0.007  14734.149  6014.402  1.000
1|id[2, 2305]            -0.742  0.643  -1.945    0.462      0.005    0.008  18776.700  5538.940  1.000
1|id[2, 2306]             0.711  0.595  -0.377    1.849      0.005    0.007  14972.671  6242.855  1.000
1|id[2, 2307]            -0.490  0.691  -1.746    0.834      0.005    0.009  18720.968  5580.026  1.000
1|id[2, 2310]            -0.533  0.689  -1.804    0.744      0.006    0.009  15434.810  5922.943  1.001
1|id[2, 2311]            -0.208  0.654  -1.356    1.086      0.005    0.009  16619.055  5193.913  1.001
1|id[2, 2312]            -0.478  0.690  -1.780    0.802      0.005    0.010  19007.252  4875.595  1.002
1|id[2, 2314]             0.165  0.714  -1.194    1.486      0.005    0.010  19630.428  5424.765  1.002
1|id[2, 2315]            -0.273  0.724  -1.586    1.093      0.005    0.010  17858.794  6209.611  1.001
1|id[2, 2324]             0.218  0.633  -0.969    1.378      0.005    0.008  15723.268  5719.807  1.001
1|id[2, 2327]            -0.780  0.653  -2.001    0.455      0.005    0.009  18152.275  4887.335  1.000
1|id[2, 2329]             0.325  0.654  -0.895    1.528      0.005    0.009  16964.639  5577.238  1.000
1|id[2, 2331]            -0.502  0.686  -1.741    0.763      0.005    0.009  19501.514  5552.900  1.001
1|id[2, 2333]             0.144  0.633  -1.086    1.275      0.005    0.008  16084.893  5204.567  1.000
1|id[2, 2335]            -0.531  0.681  -1.836    0.724      0.005    0.009  16367.816  5483.480  1.002
1|id[2, 2338]             0.148  0.609  -0.976    1.315      0.005    0.008  15887.564  5555.394  1.000
1|id[2, 2343]             1.102  0.575  -0.025    2.141      0.004    0.007  16696.843  5822.761  1.000
1|id[2, 2344]             0.353  0.656  -0.918    1.543      0.005    0.008  16043.493  5572.905  1.002
1|id[2, 2351]            -0.558  0.688  -1.891    0.692      0.005    0.009  16727.164  5652.952  1.000
1|id[2, 2361]             0.143  0.607  -1.053    1.240      0.005    0.008  17349.480  5516.736  1.001
1|id[2, 2363]            -0.505  0.691  -1.793    0.794      0.005    0.009  18431.510  5621.441  1.002
1|id[2, 2365]            -0.171  0.643  -1.370    1.064      0.005    0.009  19356.784  5324.155  1.001
1|id[2, 2370]            -0.044  0.665  -1.333    1.153      0.005    0.009  17691.145  5606.836  1.000
1|id[2, 2374]            -0.074  0.653  -1.325    1.145      0.005    0.009  19287.098  5337.361  1.001
1|id[2, 2376]            -0.791  0.641  -2.037    0.375      0.005    0.009  17270.929  4881.272  1.001
1|id[2, 2385]            -0.501  0.672  -1.776    0.731      0.005    0.008  17264.810  6100.240  1.000
1|id[2, 2389]            -0.328  0.624  -1.496    0.851      0.005    0.008  18459.872  5598.868  1.001
1|id[2, 2390]             0.959  0.609  -0.218    2.050      0.005    0.008  17733.611  5673.761  1.000
1|id[2, 2397]             0.150  0.634  -1.009    1.396      0.005    0.008  18509.714  6196.483  1.000
1|id[2, 2399]             0.269  0.625  -0.892    1.454      0.005    0.008  15617.089  5487.666  1.003
1|id[2, 2400]             0.620  0.611  -0.522    1.760      0.005    0.008  16184.314  6039.111  1.001
1|id[2, 2401]             0.616  0.627  -0.576    1.803      0.005    0.009  14271.444  5343.895  1.000
1|id[2, 2405]             1.078  0.596   0.008    2.250      0.005    0.008  17069.775  5660.219  1.000
1|id[2, 2406]             0.405  0.738  -0.977    1.775      0.005    0.010  18414.623  5478.991  1.001
1|id[2, 2407]             0.422  0.651  -0.732    1.740      0.005    0.009  16204.545  5526.715  1.000
1|id[2, 2408]            -0.285  0.738  -1.702    1.063      0.006    0.011  17456.151  5407.767  1.000
1|id[2, 2410]             0.123  0.601  -0.976    1.274      0.005    0.007  16110.770  6367.583  1.001
1|id[2, 2419]            -0.512  0.686  -1.746    0.834      0.006    0.009  14221.298  5468.124  1.001
1|id[2, 2420]            -0.135  0.653  -1.357    1.069      0.005    0.008  17628.549  5859.489  1.000
1|id[2, 2421]             0.118  0.613  -1.093    1.255      0.005    0.008  15826.310  5494.576  1.000
1|id[2, 2423]            -0.005  0.670  -1.328    1.220      0.005    0.009  16787.264  5599.258  1.000
1|id[2, 2424]             0.002  0.606  -1.177    1.115      0.005    0.007  17389.866  5521.748  1.001
1|id[2, 2427]            -0.149  0.750  -1.614    1.186      0.005    0.010  20005.418  5647.322  1.001
1|id[2, 2428]            -0.239  0.621  -1.419    0.902      0.005    0.008  17094.439  5743.636  1.001
1|id[2, 2429]            -0.292  0.635  -1.454    0.905      0.005    0.008  15932.178  5674.944  1.001
1|id[2, 2430]             0.088  0.614  -1.064    1.251      0.005    0.008  15220.134  6179.176  1.001
1|id[2, 2431]             0.476  0.612  -0.637    1.615      0.005    0.008  17350.402  6071.346  1.001
1|id[2, 2437]            -0.132  0.672  -1.357    1.159      0.005    0.009  16364.595  5431.175  1.002
1|id[2, 2439]             0.097  0.610  -1.040    1.240      0.004    0.008  19433.027  6176.804  1.002
1|id[2, 2441]            -0.491  0.673  -1.712    0.791      0.005    0.009  16996.681  5977.864  1.001
1|id[2, 2442]            -0.165  0.672  -1.405    1.102      0.005    0.010  20093.869  5075.487  1.000
1|id[2, 2444]             0.551  0.614  -0.602    1.726      0.005    0.007  14708.655  6094.826  1.001
1|id[2, 2448]             0.360  0.583  -0.777    1.403      0.004    0.007  16970.530  6209.870  1.000
1|id[2, 2450]            -0.015  0.675  -1.340    1.206      0.005    0.009  15359.319  5777.143  1.000
1|id[2, 2451]            -0.106  0.648  -1.383    1.072      0.005    0.008  17272.209  5482.763  1.000
1|id[2, 2453]            -0.250  0.746  -1.603    1.235      0.005    0.011  19619.486  5264.498  1.001
1|id[2, 2455]            -0.717  0.636  -1.902    0.472      0.005    0.008  17398.258  5382.513  1.001
1|id[2, 2456]            -0.790  0.655  -2.016    0.409      0.005    0.008  16444.049  5671.512  1.001
1|id[2, 2457]            -0.241  0.636  -1.460    0.927      0.005    0.008  18670.951  6275.937  1.001
1|id[2, 2458]             0.530  0.617  -0.655    1.665      0.005    0.007  17222.937  5874.315  1.000
1|id[2, 2459]             0.576  0.568  -0.489    1.649      0.004    0.008  19644.773  5603.372  1.002
1|id[2, 2460]             0.021  0.654  -1.178    1.292      0.005    0.008  17411.621  5972.888  1.001
1|id[2, 2461]             0.062  0.611  -1.089    1.216      0.005    0.008  17047.510  5999.518  1.001
1|id[2, 2462]            -0.277  0.721  -1.657    1.047      0.005    0.010  20813.733  5390.734  1.002
