Target relationship: se -> cluster
Model Formula: Formula(cluster ~ abs_chronotype_desync + age + chronotype_desync + se + sfi + sri + waso + (1|id))

                           mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
abs_chronotype_desync[1] -0.139  0.044  -0.219   -0.056      0.000    0.000  13191.520  6718.465  1.001
abs_chronotype_desync[2] -0.072  0.044  -0.154    0.012      0.000    0.000  13123.522  7124.271  1.000
1|id[1, 1801]             0.250  0.606  -0.879    1.391      0.005    0.008  17663.584  5818.785  1.000
1|id[1, 1802]            -0.561  0.624  -1.787    0.565      0.005    0.008  15569.847  6238.306  1.000
1|id[1, 1803]            -0.484  0.638  -1.655    0.764      0.005    0.009  18814.728  5667.335  1.000
1|id[1, 1804]             0.325  0.639  -0.895    1.499      0.005    0.008  18235.809  5923.148  1.001
1|id[1, 1805]            -1.333  0.608  -2.491   -0.241      0.005    0.008  14708.142  5959.276  1.000
1|id[1, 1806]            -0.367  0.620  -1.591    0.747      0.005    0.008  17042.786  6204.828  1.001
1|id[1, 1808]             0.625  0.588  -0.541    1.681      0.004    0.008  17787.829  5576.455  1.000
1|id[1, 1809]            -0.134  0.568  -1.228    0.905      0.004    0.008  18133.181  5547.261  1.001
1|id[1, 1810]             0.418  0.586  -0.697    1.482      0.005    0.008  15955.819  6321.258  1.000
1|id[1, 1811]             0.209  0.592  -0.895    1.344      0.004    0.008  19966.505  5630.806  1.001
1|id[1, 1812]            -0.749  0.593  -1.869    0.353      0.005    0.008  15890.248  5595.800  1.000
1|id[1, 1813]            -0.131  0.619  -1.226    1.050      0.004    0.008  18981.336  5864.168  1.000
1|id[1, 1814]             0.064  0.611  -1.118    1.165      0.005    0.008  18099.651  6036.557  1.001
1|id[1, 1815]            -0.358  0.632  -1.548    0.824      0.005    0.008  16906.150  5374.423  1.001
1|id[1, 1816]            -0.934  0.633  -2.108    0.232      0.005    0.008  18599.001  6066.976  1.003
1|id[1, 1817]             0.411  0.577  -0.704    1.453      0.004    0.008  17977.761  5149.262  1.000
1|id[1, 1818]            -0.190  0.674  -1.442    1.066      0.005    0.010  17786.618  5048.509  1.000
1|id[1, 1820]             0.346  0.608  -0.812    1.457      0.005    0.007  17670.647  6068.646  1.000
1|id[1, 1821]             0.371  0.686  -0.868    1.723      0.006    0.009  15369.572  5699.694  1.002
1|id[1, 1822]            -0.588  0.590  -1.685    0.517      0.004    0.008  18132.329  5854.597  1.001
1|id[1, 1823]             0.345  0.598  -0.724    1.488      0.005    0.008  15626.280  5367.580  1.000
1|id[1, 1824]            -0.509  0.603  -1.631    0.602      0.005    0.008  17548.800  5453.286  1.000
1|id[1, 1825]             0.248  0.596  -0.815    1.406      0.005    0.008  16590.454  5929.579  1.001
1|id[1, 1826]            -0.532  0.705  -1.833    0.788      0.005    0.009  18207.850  5689.855  1.000
1|id[1, 1827]             0.010  0.618  -1.188    1.145      0.005    0.009  18108.316  5538.362  1.000
1|id[1, 1828]             0.252  0.584  -0.874    1.331      0.005    0.008  16475.653  5547.983  1.001
1|id[1, 1829]             0.272  0.610  -0.884    1.399      0.005    0.008  17496.369  5992.904  1.001
1|id[1, 1830]             0.392  0.599  -0.681    1.576      0.005    0.008  17324.454  6006.075  1.001
1|id[1, 1832]             0.647  0.617  -0.538    1.785      0.005    0.008  15287.796  5463.232  1.000
1|id[1, 1833]            -0.025  0.683  -1.376    1.196      0.005    0.009  16713.712  5394.408  1.000
1|id[1, 1834]            -0.421  0.639  -1.690    0.716      0.005    0.009  17687.091  5465.495  1.000
1|id[1, 1835]             0.422  0.675  -0.872    1.653      0.005    0.009  16748.492  5236.590  1.001
1|id[1, 1836]             0.907  0.575  -0.145    1.994      0.004    0.007  16553.718  5810.872  1.002
1|id[1, 1837]            -0.698  0.593  -1.836    0.407      0.004    0.008  18588.514  5552.974  1.001
1|id[1, 1838]             0.278  0.617  -0.878    1.441      0.005    0.007  16916.068  6062.718  1.000
1|id[1, 1840]            -0.640  0.598  -1.819    0.454      0.005    0.008  16042.935  5836.165  1.001
1|id[1, 1844]             0.050  0.623  -1.178    1.181      0.005    0.008  17712.366  6098.482  1.001
1|id[1, 1847]             0.094  0.600  -1.072    1.175      0.005    0.008  13891.582  6226.823  1.002
1|id[1, 1848]            -0.338  0.639  -1.531    0.851      0.005    0.009  17814.876  5512.092  1.000
1|id[1, 1850]             0.331  0.657  -0.872    1.574      0.005    0.009  19334.052  6145.120  1.000
1|id[1, 1852]            -0.448  0.710  -1.736    0.916      0.005    0.009  16916.359  5357.613  1.000
1|id[1, 1878]            -0.756  0.662  -1.976    0.517      0.005    0.009  17307.570  5506.834  1.001
1|id[1, 1879]            -0.019  0.606  -1.130    1.160      0.004    0.009  19034.917  4386.106  1.001
1|id[1, 1880]             0.559  0.571  -0.538    1.617      0.004    0.008  17762.682  5445.605  1.001
1|id[1, 1886]             1.023  0.637  -0.155    2.247      0.005    0.009  13668.875  5925.307  1.000
1|id[1, 1887]            -0.048  0.616  -1.183    1.127      0.005    0.008  18537.524  6133.787  1.001
1|id[1, 1890]             0.540  0.627  -0.648    1.699      0.005    0.009  17222.020  5626.852  1.000
1|id[1, 1891]             0.580  0.585  -0.576    1.632      0.005    0.008  15682.061  6195.974  1.001
1|id[1, 1903]             0.138  0.586  -0.947    1.262      0.004    0.008  19036.257  5900.083  1.000
1|id[1, 1906]            -0.289  0.582  -1.409    0.797      0.004    0.008  17989.827  5819.924  1.000
1|id[1, 1909]            -0.436  0.619  -1.595    0.733      0.005    0.008  17837.004  6106.872  1.000
1|id[1, 1911]             0.658  0.573  -0.442    1.722      0.005    0.007  15487.113  5803.760  1.001
1|id[1, 1914]            -0.211  0.748  -1.605    1.168      0.005    0.010  21252.149  5288.568  1.001
1|id[1, 1915]             0.252  0.587  -0.822    1.357      0.005    0.007  16881.037  5932.613  1.000
1|id[1, 1916]            -0.422  0.629  -1.564    0.783      0.005    0.008  18102.552  5521.016  1.001
1|id[1, 1940]             1.084  0.636  -0.075    2.329      0.005    0.008  16413.414  6247.413  1.000
1|id[1, 1942]            -0.100  0.601  -1.160    1.097      0.004    0.008  17935.905  5962.979  1.000
1|id[1, 1947]            -0.227  0.643  -1.453    0.986      0.005    0.009  16340.058  5285.416  1.001
1|id[1, 1948]            -0.026  0.629  -1.243    1.175      0.005    0.009  15621.198  5280.185  1.001
1|id[1, 1950]             0.153  0.643  -1.098    1.315      0.005    0.009  16692.302  5612.337  1.001
1|id[1, 1955]            -0.843  0.651  -2.043    0.401      0.005    0.008  17910.640  6079.354  1.002
1|id[1, 1956]            -0.573  0.605  -1.725    0.541      0.005    0.008  17488.665  6167.433  1.001
1|id[1, 1962]             0.326  0.625  -0.862    1.510      0.005    0.008  16747.213  5524.235  1.000
1|id[1, 1963]            -0.373  0.616  -1.555    0.750      0.005    0.008  17325.325  5686.833  1.001
1|id[1, 1975]             0.201  0.629  -1.038    1.326      0.005    0.008  19098.280  5715.497  1.001
1|id[1, 1976]            -0.082  0.687  -1.335    1.231      0.005    0.009  17618.330  5837.301  1.000
1|id[1, 1977]            -0.459  0.587  -1.551    0.646      0.005    0.007  16580.181  6447.366  1.000
1|id[1, 1978]            -0.184  0.580  -1.229    0.939      0.004    0.007  16770.053  5855.143  1.001
1|id[1, 1980]            -0.241  0.720  -1.604    1.080      0.005    0.010  20786.870  5717.188  1.000
1|id[1, 1983]            -0.363  0.629  -1.555    0.802      0.005    0.008  14864.930  5848.728  1.001
1|id[1, 1984]             0.338  0.612  -0.825    1.475      0.005    0.008  17269.661  5805.710  1.001
1|id[1, 1986]            -0.238  0.749  -1.626    1.191      0.006    0.010  17998.834  5522.370  1.001
1|id[1, 1999]             0.036  0.623  -1.125    1.225      0.005    0.009  19015.400  5017.560  1.001
1|id[1, 2002]            -0.293  0.663  -1.576    0.906      0.005    0.009  19919.813  5479.135  1.001
1|id[1, 2003]            -0.363  0.570  -1.435    0.702      0.004    0.009  18049.063  5039.189  1.001
1|id[1, 2009]            -0.283  0.593  -1.369    0.855      0.005    0.008  15318.594  6075.746  1.001
1|id[1, 2010]             0.066  0.574  -0.984    1.151      0.005    0.008  15700.604  4903.896  1.000
1|id[1, 2011]            -0.273  0.594  -1.385    0.850      0.005    0.008  16066.047  5838.872  1.000
1|id[1, 2012]             0.143  0.607  -1.081    1.206      0.005    0.007  16785.648  6499.706  1.001
1|id[1, 2015]             0.319  0.581  -0.729    1.456      0.004    0.008  17341.591  5591.994  1.001
1|id[1, 2020]             0.105  0.711  -1.162    1.502      0.005    0.010  16891.071  5633.702  1.000
1|id[1, 2023]            -0.269  0.728  -1.610    1.113      0.005    0.010  19978.106  5244.695  1.001
1|id[1, 2026]             1.023  0.572  -0.025    2.128      0.005    0.008  14550.770  5162.460  1.000
1|id[1, 2028]             0.356  0.580  -0.762    1.410      0.005    0.007  16316.480  6433.168  1.001
1|id[1, 2029]            -0.591  0.675  -1.882    0.638      0.005    0.010  18533.348  4952.705  1.001
1|id[1, 2042]            -0.827  0.658  -2.087    0.369      0.005    0.009  18535.562  5267.786  1.000
1|id[1, 2043]             0.412  0.582  -0.659    1.493      0.005    0.007  15915.680  6675.212  1.000
1|id[1, 2044]             0.408  0.594  -0.753    1.465      0.005    0.008  17015.023  5903.730  1.000
1|id[1, 2046]            -0.196  0.651  -1.432    1.042      0.005    0.009  18072.160  5214.599  1.001
1|id[1, 2049]             1.014  0.593  -0.117    2.098      0.004    0.008  17745.327  5536.994  1.000
1|id[1, 2054]             0.395  0.603  -0.696    1.554      0.005    0.008  16726.538  5946.577  1.000
1|id[1, 2056]             0.698  0.606  -0.442    1.819      0.005    0.008  16988.124  5547.206  1.002
1|id[1, 2057]             0.385  0.538  -0.586    1.396      0.004    0.007  16229.046  5966.000  1.000
1|id[1, 2060]            -0.768  0.653  -2.008    0.434      0.005    0.009  18850.252  4770.217  1.001
1|id[1, 2063]            -0.315  0.652  -1.577    0.853      0.005    0.009  16883.828  5837.192  1.000
1|id[1, 2064]            -0.303  0.574  -1.371    0.803      0.004    0.007  17509.442  5717.591  1.001
1|id[1, 2065]            -0.209  0.562  -1.284    0.837      0.005    0.008  14567.984  5534.859  1.002
1|id[1, 2066]             1.299  0.603   0.189    2.447      0.005    0.008  14433.595  6034.098  1.000
1|id[1, 2067]             0.651  0.627  -0.498    1.860      0.005    0.009  17858.375  5370.170  1.001
1|id[1, 2070]            -0.416  0.684  -1.793    0.810      0.005    0.009  19870.579  6112.907  1.001
1|id[1, 2079]            -0.762  0.628  -1.933    0.430      0.005    0.009  17353.323  5692.849  1.001
1|id[1, 2080]             0.807  0.688  -0.454    2.136      0.005    0.009  18714.666  5538.640  1.001
1|id[1, 2097]             0.955  0.616  -0.125    2.205      0.005    0.008  16470.553  6212.157  1.000
1|id[1, 2102]            -0.780  0.600  -1.844    0.390      0.004    0.008  20286.560  6179.497  1.000
1|id[1, 2103]             0.256  0.599  -0.840    1.418      0.005    0.008  17264.711  5773.158  1.000
1|id[1, 2105]            -0.130  0.571  -1.195    0.966      0.004    0.008  16385.539  5310.720  1.001
1|id[1, 2117]             0.361  0.659  -0.823    1.618      0.005    0.009  17997.971  5875.120  1.001
1|id[1, 2124]             0.089  0.608  -1.089    1.197      0.005    0.008  16700.671  5367.538  1.001
1|id[1, 2125]             0.090  0.611  -1.063    1.222      0.005    0.008  17303.262  5401.960  1.000
1|id[1, 2126]            -0.123  0.657  -1.396    1.098      0.005    0.009  18000.314  6118.152  1.001
1|id[1, 2129]             0.272  0.585  -0.809    1.363      0.004    0.008  17762.393  6207.923  1.000
1|id[1, 2131]             0.222  0.631  -1.005    1.345      0.004    0.008  19136.057  5535.512  1.000
1|id[1, 2137]             0.356  0.616  -0.772    1.539      0.005    0.008  17607.999  5905.638  1.001
1|id[1, 2138]            -0.633  0.660  -1.899    0.572      0.005    0.010  17091.370  4644.412  1.001
1|id[1, 2139]            -0.726  0.653  -1.988    0.469      0.005    0.009  19732.832  5613.544  1.001
1|id[1, 2144]            -0.415  0.705  -1.754    0.900      0.005    0.010  17266.251  5164.178  1.001
1|id[1, 2146]             0.778  0.558  -0.323    1.786      0.004    0.007  17509.208  5758.242  1.001
1|id[1, 2148]            -0.816  0.650  -2.071    0.362      0.005    0.008  15414.622  5852.425  1.000
1|id[1, 2149]             0.872  0.598  -0.257    1.980      0.005    0.008  15270.838  5511.208  1.001
1|id[1, 2151]            -0.415  0.614  -1.605    0.703      0.005    0.008  17201.253  5416.589  1.000
1|id[1, 2152]             0.398  0.602  -0.746    1.518      0.005    0.008  17168.726  6268.234  1.002
1|id[1, 2153]             0.133  0.625  -1.089    1.273      0.005    0.009  17819.119  5676.770  1.000
1|id[1, 2154]             0.271  0.659  -0.972    1.489      0.005    0.009  17413.484  5574.604  1.000
1|id[1, 2155]             0.006  0.615  -1.180    1.162      0.005    0.008  16568.122  5393.804  1.001
1|id[1, 2157]            -0.196  0.759  -1.662    1.212      0.006    0.011  18891.473  5022.920  1.001
1|id[1, 2158]             0.804  0.655  -0.421    2.037      0.005    0.009  19410.653  5324.210  1.000
1|id[1, 2159]             0.321  0.614  -0.884    1.431      0.005    0.008  16789.092  5592.766  1.001
1|id[1, 2160]            -0.364  0.628  -1.529    0.834      0.005    0.009  17498.959  5296.219  1.000
1|id[1, 2162]             0.151  0.713  -1.206    1.473      0.006    0.009  16199.036  5239.662  1.000
1|id[1, 2167]            -0.734  0.671  -2.005    0.509      0.006    0.009  13846.168  5759.526  1.000
1|id[1, 2168]            -0.069  0.586  -1.166    1.032      0.004    0.007  17676.525  5808.580  1.000
1|id[1, 2171]             0.814  0.598  -0.327    1.913      0.004    0.008  18006.741  6127.542  1.001
1|id[1, 2176]             0.433  0.568  -0.637    1.467      0.004    0.007  16296.560  6385.465  1.000
1|id[1, 2178]             0.075  0.593  -0.991    1.241      0.005    0.007  15330.791  5938.489  1.000
1|id[1, 2179]             0.250  0.602  -0.864    1.393      0.005    0.008  15845.076  5351.622  1.000
1|id[1, 2181]             0.156  0.584  -0.865    1.302      0.005    0.007  16015.210  5560.021  1.000
1|id[1, 2183]            -0.295  0.655  -1.498    0.963      0.005    0.008  17458.008  6445.726  1.000
1|id[1, 2188]             0.136  0.614  -1.054    1.256      0.005    0.008  17690.462  5669.893  1.001
1|id[1, 2189]             0.433  0.567  -0.612    1.549      0.004    0.008  16849.324  5115.682  1.002
1|id[1, 2191]            -0.116  0.585  -1.224    0.980      0.005    0.008  16389.130  5721.260  1.001
1|id[1, 2193]             0.127  0.617  -1.033    1.308      0.005    0.009  17398.362  5010.030  1.001
1|id[1, 2197]             0.341  0.578  -0.769    1.410      0.005    0.008  16389.370  5382.642  1.000
1|id[1, 2201]            -0.164  0.611  -1.296    0.972      0.005    0.009  18073.505  5140.872  1.001
1|id[1, 2202]             0.036  0.608  -1.078    1.200      0.005    0.007  16418.196  6022.677  1.001
1|id[1, 2203]             0.004  0.675  -1.245    1.273      0.005    0.009  18136.632  5824.759  1.000
1|id[1, 2204]            -0.735  0.630  -1.902    0.443      0.005    0.008  18742.563  5757.532  1.000
1|id[1, 2205]            -0.257  0.638  -1.497    0.915      0.005    0.008  14778.667  5923.762  1.002
1|id[1, 2216]            -0.726  0.660  -1.964    0.507      0.005    0.009  15763.420  5237.931  1.000
1|id[1, 2217]            -0.295  0.579  -1.402    0.778      0.004    0.008  18057.067  5816.989  1.001
1|id[1, 2218]             1.074  0.579  -0.025    2.130      0.005    0.007  15226.958  6177.598  1.002
1|id[1, 2220]             0.140  0.580  -0.978    1.211      0.004    0.007  18262.207  5847.373  1.001
1|id[1, 2222]             0.534  0.610  -0.616    1.665      0.005    0.008  18126.555  5866.140  1.000
1|id[1, 2225]            -0.347  0.629  -1.524    0.799      0.005    0.008  18965.764  5385.802  1.000
1|id[1, 2226]            -0.055  0.708  -1.355    1.284      0.005    0.010  18292.776  4966.449  1.001
1|id[1, 2228]             1.188  0.630   0.036    2.400      0.005    0.008  14688.678  5071.402  1.001
1|id[1, 2231]            -0.090  0.584  -1.217    0.968      0.004    0.007  17040.714  6204.484  1.000
1|id[1, 2232]            -0.119  0.604  -1.275    1.002      0.005    0.008  16037.313  5716.021  1.001
1|id[1, 2233]            -0.234  0.592  -1.309    0.916      0.005    0.008  15871.184  6063.041  1.001
1|id[1, 2234]             0.474  0.674  -0.771    1.768      0.005    0.009  16957.831  5718.044  1.001
1|id[1, 2236]            -0.260  0.585  -1.364    0.830      0.004    0.007  19203.747  5747.985  1.000
1|id[1, 2237]            -0.503  0.624  -1.629    0.709      0.005    0.008  17247.915  5656.460  1.001
1|id[1, 2238]             0.282  0.574  -0.819    1.366      0.004    0.008  16916.958  5827.590  1.001
1|id[1, 2239]            -0.810  0.665  -2.086    0.424      0.005    0.009  16634.301  5978.939  1.000
1|id[1, 2243]             0.141  0.586  -1.016    1.209      0.005    0.007  16079.660  5948.646  1.002
1|id[1, 2244]            -0.101  0.603  -1.250    0.991      0.005    0.007  16743.754  6055.869  1.000
1|id[1, 2253]            -0.266  0.629  -1.426    0.876      0.005    0.008  17952.631  5530.525  1.002
1|id[1, 2254]             0.513  0.653  -0.737    1.725      0.005    0.009  16269.843  6007.998  1.000
1|id[1, 2263]             0.680  0.710  -0.656    2.022      0.005    0.009  17750.106  5989.612  1.000
1|id[1, 2266]             0.250  0.645  -1.016    1.417      0.005    0.009  18427.863  5251.624  1.000
1|id[1, 2268]             0.238  0.616  -0.939    1.380      0.005    0.008  17271.772  6066.447  1.000
1|id[1, 2270]            -0.219  0.597  -1.313    0.932      0.004    0.008  17855.841  5617.782  1.001
1|id[1, 2271]            -0.160  0.571  -1.216    0.916      0.005    0.007  14058.567  5451.067  1.000
1|id[1, 2273]            -0.015  0.631  -1.194    1.173      0.005    0.008  17864.333  5847.502  1.001
1|id[1, 2295]             0.188  0.557  -0.880    1.225      0.004    0.008  19437.927  5488.214  1.000
1|id[1, 2296]            -0.878  0.630  -2.109    0.283      0.005    0.009  18562.981  5207.303  1.001
1|id[1, 2297]            -0.898  0.629  -2.054    0.342      0.005    0.008  17016.819  5907.883  1.001
1|id[1, 2298]             0.076  0.726  -1.215    1.498      0.005    0.010  20048.889  5435.227  1.001
1|id[1, 2304]            -0.222  0.628  -1.393    0.965      0.005    0.009  14991.524  5760.892  1.000
1|id[1, 2305]            -0.447  0.631  -1.575    0.793      0.005    0.009  16707.397  5404.478  1.002
1|id[1, 2306]            -0.020  0.596  -1.162    1.081      0.005    0.007  14795.329  6181.987  1.000
1|id[1, 2307]             1.200  0.615   0.098    2.393      0.005    0.008  16070.085  5655.302  1.001
1|id[1, 2310]             1.118  0.575  -0.002    2.163      0.005    0.008  16321.258  5537.519  1.000
1|id[1, 2311]             0.327  0.597  -0.804    1.454      0.004    0.007  17907.264  6310.684  1.001
1|id[1, 2312]             0.472  0.612  -0.717    1.599      0.005    0.008  17673.350  5376.520  1.000
1|id[1, 2314]            -0.400  0.719  -1.736    0.946      0.005    0.010  18177.810  5106.256  1.000
1|id[1, 2315]             0.104  0.711  -1.270    1.417      0.005    0.009  17180.091  5416.739  1.001
1|id[1, 2324]             0.138  0.611  -0.999    1.257      0.005    0.008  17174.903  5895.887  1.001
1|id[1, 2327]            -0.746  0.593  -1.887    0.340      0.004    0.007  18272.093  6226.647  1.001
1|id[1, 2329]            -0.145  0.667  -1.403    1.090      0.005    0.009  17892.137  5242.138  1.001
1|id[1, 2331]            -0.303  0.640  -1.470    0.921      0.005    0.008  15770.467  5235.050  1.001
1|id[1, 2333]             0.166  0.588  -0.888    1.304      0.004    0.008  19009.484  5434.758  1.000
1|id[1, 2335]             0.510  0.588  -0.620    1.586      0.004    0.007  19342.499  6178.124  1.000
1|id[1, 2338]             0.176  0.580  -0.971    1.227      0.004    0.008  18036.769  5715.479  1.001
1|id[1, 2343]            -0.142  0.650  -1.362    1.084      0.005    0.008  17065.148  5734.789  1.000
1|id[1, 2344]             0.678  0.599  -0.465    1.811      0.005    0.007  16694.587  6124.684  1.001
1|id[1, 2351]             0.184  0.587  -0.872    1.309      0.004    0.009  17452.223  5910.933  1.000
1|id[1, 2361]             0.190  0.570  -0.871    1.265      0.004    0.008  17830.465  5843.302  1.001
1|id[1, 2363]             0.378  0.609  -0.775    1.506      0.004    0.008  19040.217  5737.363  1.001
1|id[1, 2365]             0.293  0.588  -0.858    1.341      0.005    0.008  16105.739  5885.786  1.000
1|id[1, 2370]             0.634  0.603  -0.483    1.792      0.004    0.008  19728.452  5268.808  1.001
1|id[1, 2374]             0.500  0.580  -0.615    1.545      0.004    0.008  17741.114  5754.770  1.001
1|id[1, 2376]            -0.947  0.604  -2.086    0.177      0.005    0.008  17406.486  5646.050  1.001
1|id[1, 2385]             0.397  0.600  -0.666    1.596      0.004    0.008  18063.171  5306.539  1.000
1|id[1, 2389]            -0.040  0.579  -1.150    1.031      0.004    0.008  19057.716  5873.812  1.000
1|id[1, 2390]             0.366  0.631  -0.823    1.546      0.005    0.008  18775.332  6208.523  1.000
1|id[1, 2397]             0.145  0.600  -0.951    1.276      0.005    0.008  16601.637  5412.012  1.001
1|id[1, 2399]             0.424  0.611  -0.721    1.584      0.004    0.009  18887.819  5621.099  1.001
1|id[1, 2400]            -0.015  0.608  -1.132    1.151      0.005    0.008  15716.024  6131.832  1.001
1|id[1, 2401]            -0.031  0.618  -1.130    1.161      0.005    0.008  16534.282  4924.321  1.000
1|id[1, 2405]             0.068  0.620  -1.157    1.162      0.005    0.007  15844.470  6495.833  1.001
1|id[1, 2406]            -0.211  0.754  -1.630    1.193      0.006    0.010  17632.998  5097.312  1.000
1|id[1, 2407]            -0.502  0.670  -1.742    0.800      0.005    0.009  16786.457  5469.879  1.000
1|id[1, 2408]             0.256  0.730  -1.040    1.708      0.005    0.010  18157.738  5119.541  1.000
1|id[1, 2410]             0.165  0.575  -0.951    1.207      0.005    0.007  16256.887  5836.917  1.001
1|id[1, 2419]            -0.643  0.679  -1.929    0.626      0.005    0.009  20604.631  5627.287  1.002
1|id[1, 2420]             0.400  0.592  -0.734    1.455      0.004    0.007  18157.373  6277.357  1.001
1|id[1, 2421]            -0.779  0.645  -2.051    0.368      0.005    0.008  20013.085  5678.764  1.000
1|id[1, 2423]            -0.208  0.653  -1.417    1.047      0.005    0.009  17664.368  5719.018  1.001
1|id[1, 2424]            -0.832  0.642  -2.035    0.371      0.005    0.008  16136.571  5775.757  1.002
1|id[1, 2427]            -0.211  0.741  -1.570    1.153      0.006    0.010  17923.813  5606.403  1.001
1|id[1, 2428]            -0.787  0.642  -2.035    0.352      0.005    0.008  17739.427  5923.375  1.000
1|id[1, 2429]             0.417  0.567  -0.663    1.448      0.004    0.007  16195.904  5725.836  1.000
1|id[1, 2430]             0.210  0.589  -0.890    1.323      0.005    0.008  15926.381  5815.522  1.000
1|id[1, 2431]             0.505  0.592  -0.604    1.598      0.005    0.007  16071.086  6024.346  1.000
1|id[1, 2437]             0.017  0.609  -1.156    1.131      0.005    0.008  17487.340  5296.173  1.001
1|id[1, 2439]             0.146  0.580  -0.921    1.234      0.004    0.007  21429.687  6234.801  1.001
1|id[1, 2441]             0.650  0.582  -0.454    1.719      0.004    0.008  19594.509  5713.342  1.000
1|id[1, 2442]            -0.769  0.648  -2.029    0.418      0.005    0.009  18498.034  5733.346  1.001
1|id[1, 2444]             0.618  0.589  -0.485    1.719      0.005    0.008  14912.544  5606.133  1.000
1|id[1, 2448]            -0.440  0.621  -1.652    0.663      0.005    0.008  16866.299  5851.187  1.001
1|id[1, 2450]             0.819  0.601  -0.357    1.887      0.004    0.008  18905.725  6063.702  1.000
1|id[1, 2451]             0.370  0.610  -0.810    1.498      0.005    0.008  17778.393  5904.917  1.000
1|id[1, 2453]             0.510  0.697  -0.713    1.898      0.005    0.010  20865.588  5632.338  1.001
1|id[1, 2455]            -0.272  0.573  -1.367    0.800      0.004    0.007  19169.023  6124.190  1.000
1|id[1, 2456]            -0.369  0.584  -1.460    0.707      0.004    0.007  19348.400  5632.880  1.001
1|id[1, 2457]             0.337  0.564  -0.735    1.395      0.004    0.008  18128.669  5808.916  1.001
1|id[1, 2458]             0.362  0.588  -0.678    1.557      0.005    0.007  16095.519  6297.980  1.001
1|id[1, 2459]            -0.722  0.651  -2.010    0.437      0.005    0.008  18499.348  5734.513  1.000
1|id[1, 2460]             1.148  0.599   0.025    2.260      0.005    0.007  16280.935  5893.526  1.000
1|id[1, 2461]            -0.191  0.581  -1.270    0.952      0.004    0.008  17541.616  5590.648  1.000
1|id[1, 2462]             0.711  0.686  -0.582    1.962      0.005    0.009  17579.418  5940.977  1.000
1|id[1, 2464]            -0.077  0.663  -1.298    1.174      0.005    0.009  18250.235  5819.843  1.001
1|id[1, 2465]             0.046  0.695  -1.276    1.353      0.005    0.009  18983.165  6175.004  1.000
1|id[1, 2473]             0.884  0.657  -0.394    2.058      0.005    0.008  17659.215  5609.132  1.000
1|id[1, 2486]            -0.194  0.752  -1.564    1.295      0.006    0.010  18548.825  5373.221  1.001
1|id[1, 2496]            -0.322  0.613  -1.499    0.841      0.005    0.008  16797.545  5968.663  1.000
1|id[1, 2497]            -0.281  0.650  -1.504    0.935      0.005    0.008  18595.086  6233.783  1.000
1|id[1, 2498]            -0.524  0.618  -1.727    0.594      0.004    0.009  19363.450  5445.425  1.001
1|id[1, 2499]            -0.484  0.591  -1.605    0.616      0.004    0.007  17242.886  5862.745  1.000
1|id[1, 2502]            -0.236  0.642  -1.509    0.923      0.005    0.009  15205.717  4855.973  1.000
1|id[1, 2504]            -0.007  0.617  -1.188    1.155      0.005    0.009  18484.678  5260.904  1.000
1|id[1, 2505]             0.852  0.674  -0.413    2.095      0.005    0.009  17431.350  5222.337  1.001
1|id[1, 2506]            -0.486  0.601  -1.604    0.648      0.004    0.008  18896.494  5773.207  1.001
1|id[1, 2510]             0.249  0.640  -0.986    1.417      0.005    0.008  18643.084  5666.402  1.000
1|id[1, 2511]             0.621  0.608  -0.543    1.769      0.005    0.008  16358.119  5703.201  1.000
1|id[1, 2513]             0.331  0.586  -0.765    1.426      0.004    0.008  18447.002  6117.266  1.001
1|id[1, 2514]             0.010  0.629  -1.192    1.169      0.005    0.009  17558.953  5489.481  1.002
1|id[1, 2516]            -0.439  0.704  -1.855    0.784      0.006    0.010  15652.308  5258.811  1.002
1|id[1, 2518]             0.192  0.629  -0.998    1.367      0.005    0.009  15398.109  5510.322  1.001
1|id[1, 2521]             0.357  0.596  -0.748    1.459      0.005    0.007  15662.707  5900.421  1.000
1|id[1, 2524]            -0.278  0.597  -1.378    0.870      0.004    0.008  19714.366  5932.081  1.001
1|id[1, 2529]            -0.277  0.582  -1.370    0.810      0.004    0.008  18995.079  5782.478  1.001
1|id[1, 2533]            -0.743  0.644  -1.928    0.471      0.005    0.008  16439.862  5889.641  1.001
1|id[1, 2534]             0.138  0.592  -0.987    1.231      0.005    0.008  16416.515  5513.937  1.001
1|id[1, 2538]             0.342  0.567  -0.696    1.422      0.004    0.007  15986.032  6273.834  1.001
1|id[1, 2539]             0.302  0.571  -0.762    1.387      0.004    0.007  16638.108  5762.734  1.002
1|id[1, 2540]             0.482  0.580  -0.629    1.535      0.004    0.007  17270.338  6045.434  1.001
1|id[1, 2541]            -0.865  0.586  -1.947    0.216      0.005    0.007  14901.816  6576.152  1.001
1|id[1, 2542]            -0.679  0.652  -1.941    0.523      0.005    0.008  15627.913  6414.779  1.001
1|id[1, 2546]            -0.334  0.625  -1.496    0.837      0.005    0.007  16048.091  6009.625  1.001
1|id[1, 2547]            -0.962  0.640  -2.142    0.239      0.005    0.008  14915.375  5398.216  1.001
1|id[1, 2548]            -0.398  0.627  -1.580    0.755      0.005    0.008  17619.706  6059.457  1.000
